text,true_label,predicted_label,compound_score
"@chidread thank you, i needed that ",1,1,0.3612
is really really bored ,0,0,-0.3962
Glorious evening! Beautiful sunset! Hot air balloons in the sky!  Mattress in back of truck.  *Nikki*,0,1,0.8743
is recovering from last night! such a good night though everyone! happy 18th amy  xx,1,1,0.8011
@justinlilly My wife says the stache makes you look older but she says you look cuter the old way. ,1,1,0.6652
"Just watched &quot;The Uninvited.&quot; It initially caught my eye due to Emily Brown being in it, but it turned out to be a -very- enjoyable movie ",1,1,0.5927
Synching my contacts from my old mobile to iPhone. Import does not work well ,0,0,-0.2057
@doug_ellison If only they had launched while I was in it! ,0,1,0.2003
@JasonBradbury If You have HALO: ODST you will have an invite to the beta multiplayer version - just thought you'd like to know ,1,1,0.4767
I cant sleep ,0,0,0.0
@rschambers Good deal. Poor girl wasn't quite big enough for that ,1,0,-0.0516
Hungryyyyyy stomach is being eated. ,0,0,0.0
"@siriuslyheather If I get a real job, I'll have to get rid of my hair ",0,0,0.0
manny and ricky in vegas..ROaD TRIP TIME. see me ring side.. ,1,0,0.0
ehm... going out to... eat blue icecream.... ,1,0,0.0
"@rlanzara If they were, they'd look like envious oompa loompas ",1,1,0.1027
"Thunderstorms last night, but it was nice and dry in my tent    To BLACKSBURG!",1,1,0.6114
"@coolmyheart, @m_neko, @iamlols - Jo has class for an hour on Saturdays. But I think Saturdays are do-able. ",1,0,0.0
loves his bestest friend casey! ,1,1,0.8016
@30SECONDSTOMARS We can't - at least those who don't drive. No cameras or cell phones are allowed so I wont be able to take any pics ,0,1,0.2235
Jackie thinks she is cool but she really isnt.   Viva La Rico,1,1,0.1655
Yep. . . Gonna watch Jon &amp; Kate Plus 8. . . The guys from American Choppers are on!! ,1,1,0.4184
"@lolpotatoes yeah. it is, but i still have a lot of makeup work from being sick D: ah well, school is almost over ",1,1,0.4018
I am so busy working for good grades in school I have no time to get on here anymore ,0,1,0.1779
@katiemcdee everything a-ok! (Just our heart rates up a bit and the cats hiding under stuff.) ,1,0,-0.3595
 missed my dads phone call,0,0,-0.296
"@VirtuAllin Now *FRY* would be *FANTASTIC* - @stephenfry &amp; @hughlaurie are still buddies, right? After all these years? ",1,0,0.0
wishing &quot;someone&quot; would have at least texted me and told me to have a good day ,0,1,0.5859
"arrived in Chicago, to gray and coldness. ",1,0,0.0
found out i have a throat infection ,0,0,0.0
is watching the new puppy have a little nap. ,1,0,0.0
@answerbitch 25 pages isn't enough to determine what team you are on...keep reading &amp; you might be surprised ,1,1,0.2263
I'm gonna be gone from 4-5 days so expect no updates then.  I'll tweet about when I get back.,1,0,-0.3566
@jonnamannion I needs my hursss cut ,0,0,-0.2732
@nnachi I already exited with 12% returns. Was good enough for me.. ,1,1,0.4404
libraries are so boring and unexciting.. epically when your sitting in one trying to write a paper all day ,0,0,-0.4572
"drinking wine from the bottle after playing some DDR, chilling with my broseph and listening to music ",1,1,0.1779
"Back from HELLwan, weather sux ",0,0,-0.3612
what a nice girls night it was tonight ,1,1,0.4215
 srsly...,0,0,0.0
"Is currently at work and counting down the hours until she's finished. 18 down, 7 to go ",0,0,0.0
@NicTomTom Towards end July? Should be out of plaster by then  Name? Hmmm...,1,0,0.0
@Mollzy sorry I didn't see it  Message Jillian and Ill explain,0,0,-0.4767
"Europe next Tuesday, guh! Gonna miss my B  &lt;3",0,0,-0.2244
"hmm, long day i must say.... eating in a bit  then helping my grandmother window shop for a new fridge lol",1,1,0.6124
"Off in search of a vanilla latte. Last day of the month, so make it matter.  http://blip.fm/~7djnj",1,1,0.0935
What a wonderfull weather outside in Kristiansand today! ,1,0,0.0
@Aidaa_ I bet you do think it reads nice.   Get that law degree! something tells us we are gonna need it!,1,1,0.5242
@ssafrankie  in reply to your text: yes. It's all bullshit and makes me angry and i'm trying not to think about it  I HAS  NO CREDIT LEFT!,0,0,-0.6476
@Ailce500 Thank you for FF ,1,1,0.7213
@shazamy lucky you! i dont think im going to get to see them   the dates just dont work out with my schedule,0,1,0.4753
@manishwebmaster Thankyou manish ,1,0,0.0
at the most bro bar ever. no i don't want your jagerbomb &amp; 1 polo is plenty ITS WARM OUT.  ,1,1,0.0544
@Totalbiscuit I am now ,1,0,0.0
@harleyd Instinctively most journos go for puns and pun-laden headlines. You might hate them but eventually you'll prob. have to use them ,1,0,-0.3291
"Went to Home Depot and got my padio furniture and all that stuff, finally ",1,0,0.0
HAD SUCH A GOOD NIGHT IN LONDON LAST NIGHT! BRITNEY AND CIARA WER BOTH UTTERLY BRILLIANT!!!!!!!!!! ,1,1,0.6209
@jonathanhaslett Espresso looks cute  http://is.gd/2OAj,1,1,0.4588
hate hate hate hate hate hate Norwegian. Exam on Tuesday. Dont wanna ,0,0,-0.9726
Still hoping that #squarespace gives me a free iPhone. ,1,1,0.7269
I had an awful dream ,0,0,-0.25
Good morning  Trip today.,1,1,0.4404
Inevereverwanttofallinloveagain.  What a terrible tweet! Today sucks.,0,0,-0.7088
http://twitpic.com/65zqp - winter formal! ah great times ,1,1,0.6588
Brd but The Uk Is Soooo Sunny ,1,1,0.5719
@dougsky I will have a look when I get home! ,1,0,0.0
"@sueissilly Thanks  And I did, relatively.",1,1,0.4404
@Johnathonhock I miss you already and ill miss this  http://bit.ly/vqReK,0,0,-0.6124
"@stealthborn Just by playing, you change from a spy to a spymaster. So nothing you need to do. ",1,1,0.2023
My new set up at pinupfiles.com  ill be online in an hour guys at www.playwithtay.com see u there muahhhh xoxoxo hugs and bouncy kisses,1,1,0.5719
@thejoelstein Little on the negative side? Chill out it's the week-end ,1,0,-0.5325
@ChristineMcfly your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/14284/ ,1,0,0.0
is still feelin low ,0,0,-0.2732
Damn Internet doesn't work. Guess i'll have to wait til it's fixed before uploading it ,0,0,-0.4019
@MusicIsHealthy anything ...just the right size  800k,1,0,0.0
"de cand am dat tweet-ul despre carte si pana acum, am mai adunat 2 cazuri ",1,0,0.0
"Just woke up, gonna go out for a run in a little bit, after guests leave ",1,0,-0.0516
The world is gray. I am depressed ,0,0,-0.5106
jogging is boring... entertain me ,1,1,0.3182
"Yes, the stairs still have the xmas decorations on them. Everyday is a holiday  re: http://ff.im/2xylC",1,1,0.6597
Just woke up in a swelteringly hot room covered in sweat. ,0,0,0.0
Going to restart my lappy after 11 days of continuous run!! ,0,0,0.0
AWESOME PRESENT!!! Cyn got me the coolest early Bday present EVER    http://twitpic.com/6e4wf #chuck,1,1,0.7723
@B0RNASTARtrell Me &amp;&amp; my ex had a drag out fight on the phone this morning. He's such a bitch. I fucking swear I hate that man. ,0,0,-0.9148
@djarems I wanttt to! I'm trying to figure out a ride back home! ,0,0,0.0
@Enlightened411 Is having a Mac Bundle sale  (sale ends 7 hrs)   http://bit.ly/KeyCue @ him if u have any questions. ,1,0,0.0
"Almost an A is still a B... still, 69 % ain't bad! ",1,1,0.484
@Teanah So how were the booth boys?  Anywhere near as good?  Did they have an anatomically correct Sam Fisher?  ,1,1,0.533
@PostGay and when is that ,1,0,0.0
"@yjlovesjj I dno diff release dates in the U.K i thinks,i'll just have to wait a little longer  and thnx, you toooo ",1,0,0.0
@alyssatasker transmission fluid seems fine. Yeah still waiting in that tow truck ,0,1,0.4588
nothin.bored ,0,0,0.0
@hayabusaage eww   its just gonna be you and your grandma eating that cake. Grandmas and great aunts like baked grapes,0,1,0.765
mizhjonaspattz: @easmart  i loved the Uh clubÂ´s twitter .... i hate the stupid hacker !!!,0,0,-0.6219
I'm not ready to go to school yet. ,0,0,-0.2755
@Ericka05 the best part of a couple of years... good times ,1,1,0.7964
"@dinnerlove so am i, and i dont know how to stop it... its been the WORST food too ",0,0,-0.7925
@magicsix06 Welcome ,1,1,0.4588
|| Freedom ,1,1,0.6369
#Kevin Jonas well not &quot;right&quot; now but they will be...btw we need to make #Kevin Jonas top trending topic  so type #Kevin Jonas...,1,1,0.4118
soon n I'll go to school  summer starts when I'm bk ;P,1,0,0.0
Fingers crossed my job doesn't run away  X,0,0,0.0
@islandiva147 I sent u a tweet yesterday but I don't know why it didn't work  I guess you're sleeping right now I am working soon noon !!!,0,0,0.0
Even triple-strength coffee isn't waking me up this morning  #fb,0,0,0.0
Leighton Meester sex tape? Oh girl say it aint so ,0,0,0.0
@Mattdavelewis its good to see someone my age that actually takes the time to vote.  thnx for showing that its not dumb.,1,1,0.681
"@thecraigmorris I am 100% sure your right, but you wouldn't be able to persuade @moonflowerchild that it is ",0,1,0.1655
is feeling really awkward right now. ,0,0,-0.101
Just saw fast and furious movie! Got 2 love fast cars... Wat u all thk? Muscle vs import? ,1,1,0.2851
@K2daIA heeeeeeeeeeeey...they all went to bed  lol,0,1,0.4215
@flynnadam wish i was there.  have fun.  and mention your new joint on stage and to every person you sign an autograph for ,1,1,0.7184
"@semperamy09 why not let it get out of hand?  W/ as recent as twitter has become popular, you could be the next tila tequila. ",1,1,0.7184
"@geeeeeeo bahahaha, im fine thanks ",1,1,0.5719
Bought Radio Shack brand cordless phone (Presidian) it SUCKS SUCKS SUCKS.  Tech support can't help either.  Taking it back today  ,0,0,-0.8503
@WIGGINSCC  time can stop or slow wayyy down ,1,0,-0.296
On the phone with my baby. I miss him so much. ,0,0,-0.1531
Goodnight Twitterverse ,1,0,0.0
@gspn you're up early-  good for you! and now i'm craving peanut butter. thanks!  #PABL,1,1,0.7494
"excited for this weekend! seeing Erica on Thursday, then Kelly and Bill come down Friday, and Ray on Friday! yayy. ",1,1,0.4559
Anyone fancy an afternoon drink somewhere? Feeling the need for pimms ,1,1,0.128
U guys ever been to NY?? I have not...  #newyork,0,0,0.0
Tweetdeck still not coming up for me on the app store on my touch.  http://ff.im/446C8,0,0,0.0
Good morning! Hope your Monday is off to a good start. Mine will be after a steaming cup o'Joe! ,1,1,0.8513
ah bridge to terabethia sucksss. ,0,0,0.0
@SunnyBuns  Glad you're excited about the update! It probably will be out around next Monday or Tuesday assuming Apple approves it.,1,1,0.8122
@cmusciano wow.  three recommendations for them in 30 mins...  impressive ,1,1,0.7964
Stomach -pain!!! sob  well today damn busy. !!! cant wait for 10pm and am off to bed!.,0,0,-0.5815
"About to go swimming, people needta come over! ",1,0,0.0
baaaaaaaaaah.  tired and dont wanna be awake right now.....getting ready for work then sitting in the mall until 4pm ,0,0,-0.1027
So excited to finally be able to wear my new brazilian bikini i bought at www.braziliansttar.com ,1,1,0.4005
"getting maccas, again ",1,0,0.0
Doing Nothing! DOMINGO! ,1,0,0.0
@billhornWoHi your hubby is following me...you should too ,1,0,0.0
"my high school french teacher died  I didn't like him, but it's still sad when someone dies.",0,0,-0.7909
after next week...no more Thursday-is-lame days!! ,1,0,0.0
@jayaugust /me too! ,1,0,0.0
stuck in orlando airport still  back to work tomorrow i think.,0,0,-0.25
is finally done with most of her work and is now watching Coraline ,1,0,0.0
i'm so goofy this summer. and i &quot;blame it' on TX heat although the humidity is good for my skin!  LOL!  ,1,1,0.882
Wow chaneles nephew passed away yesterday.. He was part of a drive by and got shot 6 times for no reason. And she still came to work.. ,0,1,0.3818
i want someone to cuddle with right now. ,0,1,0.0772
this chapter's name would be 'berry complicated snagel (snake+angel) gonin' wild on lesbos island' ,1,0,0.0
@Tsali that's not good  bad dryer!,0,1,0.1867
@RachelleGardner ,1,0,0.0
@anhhung no I have to deal with the industry jargon first ,0,0,-0.296
Just finished with Dairy Milk for second consecutive day.. yumm... and i still ve one more Fruit and Nuts staring at me..  nyum nyum..,1,0,-0.3744
@mitchelmusso  i cant believe it was rained out ,0,0,0.0
@suppmindy hey ,1,0,0.0
@ashleymelchert No... I haven't watched the old TMNT movies yet... I think I'll wait to see it with you. ,1,0,0.0
@Zyote Good news  Congrats from Amsterdam!,1,1,0.7644
http://twitpic.com/7w0h0 - My dog &quot;Teddy&quot; .. still don't know what his breed is... ,0,0,0.0
@GBY sounds like your not having a good time with computers lol...I just woke up  xxx,1,0,0.0243
searching for links for www.einfachbilliger.com - contact me! for quality links a can offer PR5-PR8 backlinks ,1,0,0.0
First cup of coffee since friday morning; coffee never tasted so good! Finally feeling better ,1,1,0.827
"Stay @ home today to Review  tomorrow, TANNING!!",0,0,0.0
@rach210 yep i got it and yes is does ,1,1,0.5994
@boners it's not up to them  &quot;Unfortunately the timing is not within our control as our provider needs to perform these network upgrades.&quot;,0,0,0.0
Mel's wedding tonight... What to wear... What to wear ,1,0,0.0
I have the urge to eat but no motivation because the fridge is empty.. ,0,1,0.0772
where are you @LiLMiine? ,0,0,0.0
"sending mails, arranging meetings - hopefully something good will come of it too ",1,1,0.6808
Have to go to sleep but this twilight book new moon is finally getting good! Going2chapters 19 poor jacob ,0,0,-0.1511
@Poor_Mad_Sailor happy late birthday and congratulations on the walk ,1,1,0.8225
@babydollniki Homagawd you gone lost yo mind ,0,0,-0.3182
"@RichardKirk Yep, could turn out to be important if these changes to Twitter stay in place! ",1,1,0.5093
Takes forever for everybody to get ready. ,0,1,0.3612
OMG.! Why are saturdays SoOoo Boriing to mee.!?  Giive me sOome F.U.N.!,0,0,0.0
@DerrickJWyatt I've been forgetful today  The witness protection mask cuts off circulation to the brain you know,0,0,-0.5106
"@darlingnikki08 I'm fine thankyou, apart from a bit of hayfever   How are you doing?",0,1,0.2023
Happy they won tonight! ,1,1,0.8268
"@brycoo Oops. Fixed, thanks. Monday morning weekend lag. ",1,1,0.128
@JimBarker Goodnight. Thanks for the responses ,1,1,0.4404
&quot;Adelphia&quot; Mission will be posted in a few days!!!!  Make sure you sign up!!  ,1,1,0.5374
says congratulations for Kerenina Sunny Halim as being the new Miss Indonesia   http://plurk.com/p/yw0jt,1,1,0.7269
"@tommcfly it takes a real man to drink a glass, of wine, tom ",1,0,0.0
 fuck you 2009...,0,0,-0.5423
"Some people walk in the rain, others just get wet. ",1,0,0.0
my scalp is burning ,0,0,0.0
@MorgansDead Hii! I got back mid-last week  so exhausted. so dirty. so soggy. lol but it was FUN,1,1,0.6398
@ashley_sade Ashley you're so talented ,1,1,0.6418
@BlatzLiquor2 Sounds like you had a hell of a week. Sorry to hear it Adam. ,0,0,-0.5267
Happy Mothers Day ,1,1,0.5719
@Davvianne Woohoooo!  More of us than I thought!,1,0,0.0
@Sid85pens dnttt worry i still love you . And the penguins ,1,1,0.3182
I now understand why people choose to run away. Why they choose to be homeless. And why they choose to commit suicide... ,0,1,0.296
Boreeeeeeeeed ,0,0,0.0
can't wait to talk to celebs on here! ,1,0,0.0
@ivebeenabadboy lol thank you. ,1,1,0.6486
yessir! done with that humanities paper faster than i thought  ... now gotta study for business =[ &amp; humanities finals. Sweet Night!,1,1,0.555
@chloesmith22 haha. Your a loser.  ily,1,1,0.6124
"Just got home from trying to help out a friend after the storm  Her building had the roof blown off, water and glass everywhere.  ",0,1,0.7096
@JJ9828 I think I saw that once when I was 13. Is it the one we see Jon's boxers? That is of course the only thing I remember! ,1,0,0.0
@jnorra  it made me laugh so I thought you would enjoy it ,1,1,0.7783
"Have a nice weekend : Anurag Bhateja posted a photo:   My dear friends,  Wishing you a very happy weekend  http://tinyurl.com/r4o2dm",1,1,0.9245
@philipbloom  Ok thanks   and do you know a good website that is shipping in canada ? cause i cant find one ...,1,1,0.7906
@_maisy lmao!! your fun to confuse!! ,1,1,0.816
dreamt horrible dreams last night meaning i woke up sad.... not a good thing! ,0,0,-0.542
Ughh.. what a surprise.. Yasmina looks silly... Kate was supposed to won  FOLLOW ME,0,1,0.5719
Getting druuuuuuunk at Dofo's with my Bobby ,1,0,0.0
Ahh im in love.  hes theeee best.,1,1,0.8555
@xjaelee19x oh bestie..i admired your attention .but it's really hard..i'm so busy..hope you understand..  ,0,1,0.2846
is reading New Moon. Can't wait to get to the happy part! It's so sad right now. ,0,0,-0.1489
"@HelenGoytizolo I LOVE IT! WTF, you are so lucky you are good at pottery   It looks so good. I dont even know what to put on mine. ",0,1,0.8781
skyping with katie  &amp; Allison yeah boy katies mom mooned us,1,1,0.296
"doing what i do every monday, watch wizards of waverly place until 6 ",1,0,0.0
@davidkkaye REALLY?!?! HOOORAAAAYYYY!!!! That's so cool!  I bet his daughter's really happy. How nice for their family ,1,1,0.9114
Feathers away in bournemouth all week... Miss him terribly ,0,0,-0.6369
@AlyxxDione I NEED that song &quot;Obsession&quot;!!!!!! ,1,0,0.0
Morning all and a special welcome once again to new followers. You guys are the greatest ,1,1,0.872
@ssingh9 Sadly so! The sheer speediness of it has interested me ,1,0,-0.1007
Give someone you love a hug ,1,1,0.8074
nothing interesting to say..im losing my cool ,0,0,-0.3732
"@burning_angel i have one in english 2morrow,then on wednesday in chemistry,thursday ethics &amp; law and next frieday spanish 2 lol ",1,1,0.4215
Having fun at two bridal showers!  Loooooove them ,1,1,0.5562
Quiet on the hosting front atm... ,1,0,0.0
@Lankku  I was dumbstruck when they asked me to do that at Gatwick..,1,0,-0.25
busted out of CSPC event #2 in 830th place! (out of 1900) this was the biggest tournament in history outside of WSOP! glad to be in it! ,1,1,0.5962
"@PunkRockSonja Thanks for the tip - just added her. Had a look, and she seems even more awesome than I thought. ",1,1,0.807
love is so complicated ,0,1,0.6369
Going to school. Can't wait to watch BOF later.  bye. :-h,1,0,0.0
@djdestroyer You can check out my page www.myspace.com/dezaraydawnmusic ... ,1,0,0.0
.@bryan_kavanagh I'm trying! Are you coming to LA this summer? ,1,0,0.0
Man going to work over night Sucks!! How can some people work this hours all the time? Aaaah gotta get ready now  right after I eat hehee,0,0,0.0
@mileycyrus Hey just started following you! can't wait to read your updates! ,1,0,0.0
"So, Im pretty sure this is one of the worst sunburns of my life. Ouwwie ",0,1,0.2363
"I miss him, I do. ",0,0,-0.1531
I am wracking my brain trying to figure out WHAT #orchestragreen could be announcing. Adam is mean ,0,0,0.0
@kthei lol  i want darth vader on my list!,0,1,0.5255
@SmashMe_EraseMe aww lmao! Thanks!  It's an amazing song. &lt;3,1,1,0.9039
@brianna_nicole1 today i just found out that i had won a gift bag that has that book in it ,1,1,0.765
@MissSomething AH-greed...5 tums and I'm still laid out ,0,0,0.0
HOLY CRAP i just saw nicks story on the making of paranoid  &quot;Its like a little beach inside my ears&quot; hahahahh i love himmmm &lt;3,1,1,0.3328
"is at college and feeling very tired. Lazy day 2moro (Y) Miley Cyrus, u r HOTT! ",1,0,-0.6969
"people are busy of wanting to see transformers,ive been counting days to see my gf ",0,0,0.0
Charging my cell phone. It kept saying &quot;Low Battery&quot; and it kept vibrating! I cant even finish my text message ,0,0,0.0
"Oh, man. Not feeling so hot this morning. ",0,0,-0.0951
"wasting some time and avoiding real life at the moment, sick of school work and still have more too do ",0,0,-0.8126
"it's been a long day. i've had to entertain guests, kept my computer busy, &amp; had my best friend Pandora join me on twitter  Good Night ",1,1,0.93
I'm missing the new season of Run's House hope my kids are recording it for me ,1,1,0.1779
@rockinchick11  no angry day!,0,0,-0.6996
@RegularRon Duuude it's cool! I wanted to watch the surgery but it was too busy at the ER that day. ,0,1,0.2363
Closing with gail.  miss my boyfriend. I love you.,0,1,0.5574
its nights like this I love my electric blankie  nightnighttt,1,1,0.8176
"good morning!  so very glad i'm not hungover from last night (hooray for hydration) and oooh, there's coffee in the pot! ",1,1,0.7938
@sethsimonds some mint leaves. I drank all the lemonade already. ,0,0,0.0
realized that people are mean and bitchy because their lives are so miserable....and sad.. hahaha! ,1,1,0.2157
Volunteering this morning at Mars Home for Youth ,1,0,0.0
"@janine345 Hey.  I don't really use my MySpace so much, (I forgot my password.) LOL! But I'll try to accept. ",1,1,0.7148
Headin out to the lake in the boat..Lookn forward to a beautiful sunny day!! ,1,1,0.8065
my parents like the format! ,1,1,0.4199
realized that when laptop was stolen I lost mp3s of my pet psychic sessions for dead dog. ,0,0,-0.8689
"Just had a break, a bbq and one ice cold peroniâ¦ finding it hard to get back into work   #morebeerplease",0,0,-0.1027
watching my videos from @simpleplan 's concert and just realized how i freak love and miss this 5 guys ,0,1,0.1779
@gtissa Still having issue and it's GDI!!! Their FTP servers arent updating my website data!  Nikki,0,0,0.0
@theOlsens Sweet! ,1,1,0.5093
Yay nice day still in bed  how,1,1,0.7351
@LisaAucoin just had a tooth shatter last night  Nothing new otherwise. Loving the summer schedule lol Talk soon!!,0,0,-0.2335
@billyraycyrus if you're a true Viking then you should come to Iceland  that's where the real vikings are.,1,1,0.4215
"@Newy_ShortStack haha true true its just funny as; like omj its a dream come true ;) bahaha; dw im still following you, ",1,1,0.9565
@vaslittlecrow ive never heard of that b4 either... i think i'll pass on the receipy for now tho... thank u tho ,1,1,0.3612
Spent my entire day in Warren dealing with a family death. Hopefully Annabelle will save me from that dreaded small town tomorrow. ,0,0,-0.4019
@d34dh34d nincs is cici. disappointment of the day. ,0,0,-0.5106
@GiinyOjeda I am lost. Please help me find a good home. ,0,1,0.6808
"@Schofe yes what a shame, Sutil is usually good in the wet ",0,1,0.3612
@fartingpen Sure! Will let you know!  Meanwhile continue being happy! ,1,1,0.783
"Just woke up, Now its time to chill before i have to go to work. at 10 ",0,0,0.0
@matthewcj PS. I accidentally stole your hummus!  SORRY!,0,0,-0.6145
@pinot so no games n movies for today...she gave up  Why these school things are so stressing me? It's supposed to be fun right?,0,0,-0.4204
Nite at the company ,0,0,0.0
Heading to Ybor City for Sushi with my bud Jason. Fam is in Tx.  ,0,1,0.3612
Santino can crawl now ,1,0,0.0
@BAWLSGuarana bawls does not fuel me anymore it's not in any stores here anymore ,0,0,0.0
I wish the weather was like this all the time! Loving it ,1,1,0.8553
@RealMattLanter your an awesome actor!!! i love 90210  and you hah,1,1,0.88
Link: Computer science in JavaScript: Linked list | NCZOnline - A JavaScript hatï¿½rozottan programnyelv  http://tumblr.com/x8f1mex2r,1,0,0.0
@wizbiff HOLY SHIT!  What happened?,0,0,-0.6833
watching maury/ the tyra banks show  with @no one,1,0,0.0
On me way to work  baddd times,0,0,0.0
put the jonas brothers on my ipod. they make me feel like summer ,1,1,0.3612
Rolfs mind gone blank..colonial...curse this monkey ritual where money is worth!! Thank u nana ,1,1,0.6103
In a period of exams days are for study and nights for study and sleep... no funny time... ,0,1,0.1779
gonna be old on monday. ,0,0,0.0
is going to be so sad when her friend moves back to Land O'...especially since I can't drive until Aug due to this bum foot ,0,0,-0.2002
Just put in a pre-order for BSG Season 4! ,1,0,0.0
@origin05 Just for you. Straight On - Heart http://listen.grooveshark.com/#/song/Straight_On/14477253 Never got to see them in concert ,0,1,0.2263
LIVE FROM NEW YORK youre not on your game SNL.  . fuck lol,0,0,-0.1779
@chrisspooner Love to read that blog! And I have a wish: Please make the links open up in a net tab! Thanks a lot ,1,1,0.9133
is in Florence!! W00t! ,1,1,0.6219
hopefully my Chachi feels better tomorrow  :'(,0,1,0.34
@badbanana They're kooky.  That was a great tweet... ,1,1,0.6249
@southernsage LOL. We do that in our dreams. It seems to be frowned upon in real life. ,1,1,0.7378
&quot;going&quot; to lunch but nowhere to go ,0,0,0.0
@radosko He was so sad...tried to hold back tears at one point. ,0,0,-0.2263
@shawnee_dj it's pissing down in stoke ,0,0,-0.4019
@TerranzODay OHHHH ISH!! I WAS GONNA USE THAT!! LOL .. Ok last one for the night  http://bit.ly/McWdQ,1,1,0.7846
"@Mr_SOS thanks, always nice to start my morning with my husband putting me down   ...... j/k....... sort of ;)",0,1,0.7436
Ya man MC Shan is in the building... His new song goes &quot;My swagger make my chain swang&quot; ,0,0,0.0
"Are you grilling/BBQing this weekend? This one is for you: http://is.gd/CjRj Try it, I am certain you'll like it. You're welcome. ",1,1,0.765
@Shesirawr aku jg deh mau tdr dl hehe yaudah nnt ya ceritanya  bye bye,1,0,0.0
well my saturday plans went down the drain  sure the rest of the weekend will too,0,1,0.5267
@kNugroho ya udah...have fun trus tolong coba tulis artikelnya ya dikit2 ,1,1,0.5106
nothing as always ,0,0,0.0
Tired and don't want to go to school tomorrow! ,0,0,-0.529
"@jeffgirton actually she did help.  she said apt over house.  small apt, small rent. ",1,1,0.4019
I miss Panera Bread's Mac n' Cheese ,0,0,-0.1531
@brittanytof hahaha it is!! ,1,1,0.6351
"ok, now i feel miserable  ...time to hunt, night twitterverse",0,0,-0.25
Pity my cat. It's too warm for him. He keeps hiding in the shade.  Must suck to have fur on a day like this.,0,0,-0.4404
Hay fucking feaver i swear it kills u slowlyyy arggg i rather hav the plaugeee ,0,0,-0.6096
"feels a sinus headache brewing, but can't take drugs.  ",0,0,0.0
@janeownsyou orlando bloom too! his is like fake and not him ,0,0,-0.2244
@koriannespeaks  your blog is like an addiction for me.,1,1,0.3612
"Played #TheSims3 today. It was really interesting! The camera angles are annoying, though. ",0,1,0.4561
@dominicanhair thanks! If it wasn't for this damn recession I would get out there to you ,1,0,-0.5134
My back shoulder jaw and leg hurt  and I've had a hard time sleeping ,0,0,-0.5859
is learning.. slowly but surely ,1,1,0.5927
Totally just going to bed now because i had to finish secret of mana tonight ,1,0,0.0
i miss my mommy ,0,0,-0.1531
7 killed in Tehran yesterday? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html  #IranElection,0,0,-0.6705
@Shannonkilgore Aw congrats to you too.  I'm very impressed with the packages you have on your website   Good luck!,1,1,0.9183
@boogiesworld http://twitpic.com/6dhkd - Those floor boards look familiar.... Imperial Inks? If So. You're At The Best Of The Best ,1,1,0.8555
@5toSucceed Coming from someone who's only 27 years old? ,1,0,0.0
The moon is really pretty tonight  ~alexander~,1,1,0.5413
i'm sick of rain. i want sunnn ,0,0,-0.4588
Angels n Demons was nice.... Now for uh...sleep ,1,0,0.0
@Schwarzenegger - Thats the man I voted for! I though we lost you.  Thank You ,1,1,0.126
&lt;333 Maroon 5 &quot;Secret&quot;  heehee Wedding Date scene's got me TRIPPIN! SLIPPIN! TRRRIPPIN! oh how lovelyyy.,1,0,0.0
Had a very discouraging round of golf this morning.  I really want to enjoy this hobby...,0,1,0.2177
@themaguire yuppers!!  how was ur day?,1,0,0.0
@Applecored I Didn't =( It Just Broke!! Within The 28 Days So Getting A New One ,1,0,-0.5242
Today is just not my day! ,0,0,0.0
"really needs to clean her room.....argh so much to do this weekend, NO sleeping in and relaxing for me ",0,1,0.4991
pls pls pls. follow me. ,0,1,0.2263
@stuticutie fact: christine min's stomach is the size of china at the moment. ,0,0,0.0
"oooww, neck is cramping. ",0,0,0.0
@tear__catcher no ,0,0,-0.296
@PeterWasilewski I heard good things about that ,1,1,0.4404
Selling my Coach Wristlet on ebay  http://tinyurl.com/lunr5x cause I'm poor and unemployed lol,0,0,-0.0772
got my blink 182 ticket!  ahhh Im excited.,1,0,-0.4199
@ErvinEagles thank you for following me... ,1,1,0.3612
@theoneinpink SV widget 2 FB but says wrong co.  Thought U'd wanna kno. Also blogd abt @SocialVibe http://bit.ly/LJB9W Thnx!,0,0,-0.6643
@jonasfan512 Thanks for following ,1,1,0.4404
@missmaisie pi or the matrix depending on what numbers ,1,0,0.0
"@iPodiTouchiFon haha, you sound like you might still be asleep, LOL. Do you guys have a blog we can link on our site to help you out?? ",1,1,0.902
"Oh, this is a bummer, can't use video feature cause I don't have latest iPhone   http://mobypicture.com/?8az56i",0,0,-0.3818
Yeah. It's sad. ,0,0,-0.2263
i fed 2 month old puppy a bone the size of his esophagus. he just freakin swallowed it!im scared.will it do my dog harm?help ,0,0,0.0
Tried to go through my gaming pile of shame today but ended up replaying left 4 dead the whole time instead ,0,0,-0.8402
"@Anne_BB thanks for the recommendation! We're glad you're into all the good news, we know we are ",1,1,0.8439
The Wild Party is rocking tonight  Book for next week quickly!!!,1,1,0.5538
@michaelabs yay ur alive!! I'm glad u survived!! ,1,1,0.9256
"In the forum, feelin very unhappy coz i didnt get the job at the cinema. ",0,0,-0.4754
and i have some yummy greek yohgurt with passionfruit to go with it ,1,1,0.5267
"@rachaelbender  aw, so sorry to hear ",0,0,-0.188
Ok so everytime i read twitter i so want to be a superstar ,0,1,0.4481
