label,text
1,@alittlelost it's saturday-leave it for tomorrow 
1,TTYL. eat. eat.  http://plurk.com/p/xdi65
1,"Monday morning. Back in the office for another busy day. I always say if there's not enough work to do, you're not working hard enough "
1,the sun has got his hat on hip hip hip hooray 
1,twitter is taking over my life! for example i'm tweeting at 12:04! 
1,@ae_ace come eat sushi and drink with us! 
1,@ThrillHillBruce Saturday night - 7 Nights to Rock! What and ending that would be 
1,Enjoying The Hangover with @FuseKing 
1,@StaceyNuveman I smell Cindy Bristow!  Hope to see you at the yard later today!
0,Hey @donnieklang i dnt think he will say happy bday to me   (donnieklang live &gt; http://ustre.am/3ihw)
0,"@promisesinvain, I think you should cook for me some time soon "
1,"Right, enough drinking and listening to obscure groove/death/thrash metal for me. I'm off to dream of nice shiny things. Good night all. "
0,@flmogirl so glad to see you this weekend!! It had been too long!  Hope you had a safe trip home!
0,is very upset 
0,"not panicking (yet?), but i wouldn't even give myself an excellent in morphology "
1,@yankaykay  haha. u have 1 reply now  Not hanging out on a Sat?
0,"I wish they'd utilize UNIT more in new Who.  Times being what they are, I guess... No room in the 21st century for another Bent. or Brig. "
0,I don't know the difference between 'practise' and 'practice'. The thesaurus on word is being no help either 
1,tory burch sample sale!!! friends + family today... opens to public sunday  http://bit.ly/LPtw3
0,___omg. not even bowling anymore.   im so mad. bored at home. add me on myspace www.myspace.com/rbdrbd
1,"@playgroundpilot koplak, keno virus yao  mosok dibusaki tetep 0 bytes"
1,@raawremmiesays are you  on xp or vista? 
0,i feel bad my dad planned it all outt and i missed it 
0,@ddlovato jetlag is a horrible thing 
1,@leonakimeera thankies 
1,"@Jozikids Nope, those are all of the good ones, I'm afraid.  You mean with the name?  I was running around after a 2yo and taking photos "
0,@starkissed they deleted it after like two seconds 
1,4 days at work then IoW festy yay 
1,Long Beach Pride con Kevin. I feel good. 
0,I have a bad headache 
1,"@BoogieBabyPMS lol who knows, feel better tomorrow "
1,@wrumsby exactly.  Sounds like you're enjoying your evening 
1,"@DestinyHope92 hi, i'm great thanks  hbu? love your name! i'm emily (: x"
1,@felicity_aug20 He gave a lecture on the houseboat I was in.   On the economic development of kerala  and all that. Interesting guy.
1,So I love twitterfon  I get to see all the twits and not have my inbox overflowing. XO
0,@DJMighty awe....  I wonder if they have Hanging w/ mr cooper on Dvd set? Lol
1,@Thaiane_Maia vlw!! 
1,@violetile Start with T1 &amp; T2 to get the feel of the terminator history if you can...then go see Sarah Connor Chronicles after that... 
1,I actually feel bad for making fun of @bettytedwards. Sorry becky  you fully should submit that story to Fmylife though
0,"My parents are refusing to subsidise my MacBook if I take it overseas in July. It'll be an awful, excruciating parting. Love hurts. "
1,@nambu Help-&gt;Nambu Help hyperlink goes to nambu.comhelp not nambu.com/help hope this helps =] i &lt;3 ur products! 
1,@rkmonkey: &quot;the right time!! rb rb @EveySwan: &quot;It's Starlight time.  @tubilino: &quot;Starlight&quot; &quot;&quot; ? http://blip.fm/~79vta
1,Making plans for a big night 
1,@jamcityslickers thanks for the add. 
1,just got back from renting Quantom of Solace on Blu Ray.  
1,no more exaams  enjoying the sun
1,hanging out with friends in the city...salsa time 
0,"@rubygirl77  ... oh its over, and no action "
0,bin up since 7.30 bin for a run and then Tescos and just caught up on neighbours!  work at 2.30 
0,"@AlexAllTimeLow thank you for the tweet &lt;3 i wish we could do something to help, really  hope you're feeling better."
1,@kassem_fci life is so boring. But i got a great time concentrating and taking better actions. BTW I missed u n @ahmedhosam 
0,@so_zwitschert There's supposed to be a &lt;3 at the end of my last tweet but I guess twitter ate it 
1,is getting on with work and looking forward to the evening 
1,"@amaliebente  been tied up... unfortunately, not literally. ;-)"
0,@savannamarie21 What's going on with your friends? And sorry it took me so long to comment on your new videos. I was super sick 
1,Robbie Wadge where are you? Does anyone know Robbie? Calling Robbie! 
0,I feel worn out and it's only Tuesday 
0,@imcute519 grr I know!!! And especially m/u tutorials. It's like damn! I just put all this on for no reason 
0,"is still drunk, oooooo i feel like shit 4 hours of sleep "
0,"had a great night yesterday with Miguel , Josefine amd Amanda! WILL MISS YOU GUYS WHEN YOU LEAVE. "
0,Going nighty night. Long day ahead of me tomorrow. Have to drive back to CA  Want to stay in WA! 
1,I ain't going to school  at least not tomorrow
0,"gm ..my little twitter bugs ,,hot day in Tn today,,,watered the garden,,,didnt win the chair for fathers day  and watched the jo bros LOL"
0,@MadMikeyB Speaking of which... Ha no.. some fool ate the curry  .. so its #porridge &amp; #toast for me.
1,@ajaedandridge hey you...ofcourse we missed u &amp; ur fun tweets...we havent interacted much yet but ur tweets are fun to read 
1,Diversity won BGT last night!! What a show! Vlog will be up soon on youtube. Will post the link 
0,@carson10us I don't have an Xbox 
0,embarrassed. reality check 
0,Gettin up now 
0,@rottenapple1286 dude how was the show? sadness that I couldn't go.. shaun is still sick 
1,"@emmielovegood Id @hptwilighter sends you Paper Towns, then I'm sending you Looking for Alaska! I actually liked that one more. "
1,Anyone know any goood bands?? 
0,@villainveE Did you find a new spades partner????? 
0,RIP Kodachrome - Mama took you away 
0,@buzz I'm worried that a _lot_ of new apps are going to adopt the look too. 
1,lozz 'the back window is fogging up already' me 'says a lot about us' 
1,OAR Wednesday at 7!!! cant wait 
0,@jasmyne7575 that's really weird that I didn't get it 
1,there was moonshine involved in that last tweet  happy 2 be with @moonspi @rosenzweig
1,Whoo :] I FEEL GOOD  Tananananana =]
1,@sadknob have a good night my friend 
1,@BabyD20 You can do it Babii :] I Believe in uuuu  lol .
1,@mileycyrus http://twitpic.com/5ut6j - awe.  thats so cutee 
1,@superdes Surprise me. Do whatever your heart desires...as long as it's manly  As far as length...umm wrist size? I have no idea. Not long
1,@GewoonLianne ok catch up with you later 
0,"@jodipicoult I love your books! But I have a feeling that 'Rainbow' is going to be banned in this Muslim, gay-bashing country of mine... "
0,Dude wtf someone stole my awesome sign off my car. Ill Twitpic it lata. 
0,@ejgthompson Work work work.. Story of my life 
0,misses ashley  going to bed so i can go pick her up (and watch graduation) at 9:00am tomorrow.
1,@Dukeicon (I've being doing this shit now for 20 years... and the learning never stops because it changes virtually daily... 
1,Hi Twitter ! Hi people !  Hi God ! 
1,in maths with zoe looking at baby names 
1,let's all think about @randomflowers who is today going to secure her place at her first choice uni 
1,http://twitpic.com/7hk2h - @AndrewAesthetic hi! this is my art project i wanted to show you 
1,@PinkAustralia Wishes I was going! Cant wait!!! Getting impatient. 
0,twitter's slow....  can't see ur updates...  ;)
0,my dad caught the chucky...  poor little guy...
1,@jessemccartney http://twitpic.com/6fqtw - Sweet! Looks like fun. 
1,is having pizza with the bff of bff's tonight 
1,Hey ppl 
1,@geraldtjy steal some iphones for us!  heh have fun in US
1,http://twitpic.com/67jll - International day at hudson 
1,searching 
0,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family... 
0,#firstrecord i actually have no idea  *think* my first cassette was Hangin' Tough by NKOTB. first 7&quot; Leave A Light On by Belinda Carlisle!
1,License back in 3 days! 
1,Just finished &quot;Writing for Visual Thinkers: A Guide for Artists and Designers&quot; - http://bit.ly/19tH8o from @peachpit. A must read! 
0,we didn't have any cake  and my nails look terrible. not a good day for me.
1,"@johnhood Sadly, Bruce Wayne wld never rock up to where I am! Re: macbooks. Nup. I'm grunge geek. Dell XPS M1330 + Advent 4211C. Cheap! "
1,@tsarnick Sunday drinks are good man! Let's you forget Monday is a comin.. 
0,"ugh. tooo hot, fell asleep in the sun for 3 hours without sunblock on, so now im uncomfortable AND sunburnt. "
0,@Tatiana_K Dag. I thought we were cool..... 
0,is frustrated and feeling helpless.  O-chem time. 
1,Added another chapter 
0,*sigh* i want to hug her so bad.. 
0,I don't want to go!  
0,@JulieTheBlogger Happy Birthday! Have a GREAT year. Enjoy that Macbook. Right now I have iPhone envy. 
0,Anyone heard of a Ctrl key locking under Windows? Presume there's a shortcut to lock/unlock. Just had to force reboot 
1,so touch my heart once again.  this is my sweetest revenge.
1,In colorado.  seeing some good fam. Two more days.
0,"@fredlero Yeah it sucks big time, now i'm stuck with 5 weeks of holiday and nowhere to go! I feel sorry for the Tibetans "
1,@Geevie how did it feel to piss off 11 people simultaneously?  
1,&quot;that kind of noise should be illegal!&quot; -My mom referring to someone's blaring bass in traffic behind us. Gotta love her! 
1,I've got my coffee so my morning's going well! Time to do some payroll and some laundry! I love my job! 
1,Good morning sunshine! 
0,Ever have one of those days when your make up isn't going on right &amp; your hair is just not sitting the way you want it to??  Grrrrr.. xx
1,@od_ks Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,is at Red Robin with Allen 
0,Everyone's talking about the goodies at #BEA09.  I wanna be there.  
1,@MarIaSinger I wish 
0,@letsdomusic im here! 
0,"ah one draw back from being in the UK, is missing the buzz around the State of Origin series. I see Queensland beat NSW 28-18. Not good. "
0,My grandmother has Pneumonia and they admitted her into the hospital 
1,@novina @aljosajap talk to the hand 'cos the head is gone to lunch... 
1,Ahhh he has moved up from Senior Deadmau5 to &quot;Deadmoose5&quot; 
0,@Fearnecotton n dubz wouldn't you! please! i dont understand why it aint gettin much airplay i cant stop listening to it!!  i love N-Dubz!
1,"@louiseydeesy Thanks  I really want to see it. Oh, I saw that, it's very cringeworthy! They should stick to music, I reckon."
1,Good morning all. A special &quot;hello&quot; goes to D-Duck today. ((((hugs)))) xxxx 
1,@ebuyerdotcom Me again... could you tell me if 156186 comes with a kettle lead to plug it in? Cheers 
0,@lexiphanic Awww too cute my lil Greggles.  Miss you too.  We didn't have a final Feist dance 
0,"@NotoriousREV By the way, you wouldn't want to see my arse in leathers. They don't make cows that big! "
1,"@timTech You mean besides JMay (x5)?  Paul McCartney, James Taylor, Jason Mraz, Amos Lee, Mason Jennings, etc. and Death Cab in 19 hours!!"
1,I couldn't be happier with the way things are going 
1,@knockoutmag Wow...sounds impossible! Goodluck! 
0,I want food 
1,"@AMomTwoBoys Uh, huge?  Huge how/where?  "
0,"I never want to fall asleep, i had a bad dream last night "
0,@Killaya aww that sucks.  I will compare Survivalism from last year (old camera) to it this tour on my new cam... wow. O_o
0,Oh what a beautiful mooooooooooooooooooorning. I just wish it wasn't so hot 
1,@stormkitten  I have a Taco Bell next to my shop - I just don't know how you can be craving it - HAHA!  Of Course I smell it every day 
0,going to bed sad and worried I did not find my Mimi's (dog) when she was born she was dead and I gave her CPR and saved her 
1,"@dizzyglitters yes, but.... Smile  cause ima going to come see you next year!!!!"
0,clean up.. study.... fun weekend... 
1,"@PirateDave89 No, what song are you thinking of? "
0,"@Juuuuls yeah, we won't that. maybe he won't hug me anymore, if he finds out "
0,i wish sunday was over already grrrr   almost monday yay! 
1,@nonrecursive thanks for reading it 
0,@SirBarley Crapface! bol. PS sorry Seesmic isnt telling me when i have new replies! 
1,"@roseahmad HELLZZZ YEAHHH TEAM KEVIN ALL THE WAY ,  laser pointers are the shitttt, illegal shit  lmfao!! haha on the phone SUGARCOOKIE!"
0,Was waiting on clothes to finish dry to go to sleep and now I can't even pick myself up to go to sleep! Lazy much!! 
0,Im still not sure how all this works!  
0,"@MissHeather I'm so sorry about your Grandma.  Mine was gone when I was 22, so I'm glad you've had these extra years with yours!"
1,http://twitpic.com/3phsw - did 2 new DIY sets today this one is from my french maid one 
1,Chandler's lax game in obx then Becker boys' soccer game at CNU = great Saturday! 
1,@TwittleMissBig Im getting my drink on 
1,there is NOT enough chocolate in the world today !  
0,@Raysa haha! you are soo right.   and... look where I am.
1,"So the balls shaving thing paid off, just got a serious blowjob and spunked all our her face  http://tumblr.com/xyc1m7ls3"
0,@gracerodriguez I HATE that I missed the resume/interviewing workshop by @playsmintcoach but I had a schedule conflict. 
0,"@AwesomeDJ Good, but I miss my laptop "
1,all i can hear is frankie singing  !
1,@DineandDish VERY random. Makes you wonder why...especially at 8:00 in the morning. You must be hard to forget 
1,is waiting for the everton match 
0,I have a feeling my reduction in followers is because Twitter is starting to delete spam accounts. Still makes me sad though. 
1,@opensearch ë³ë§?ìì?ì.  ì¤íë ¤ ì¤ìí ë´ì©ì? ë§ì?´ ëì¹ê³  ì ëë¡ í¸ìíì? ëª»íì§ ììë ê±±ì ìëë¤. ë¤ë¥¸ ë¶ë¤ë? ë§ì?´ í¸ìì? ì¬ë ¤ ì£¼ì¨ì¼ë©´ ì°¸ ì¢ìì? ê² ê°ìµëë¤.
0,I NEED sugar!!! We dont have any!! 
1,at the pool doin the lexi run! 
0,is out for Caits birthday! Though she kinda feels really sick 
1,i very muchly need an iPhone. getting a job to be able to buy one would help 
1,@gudze Thanks for the follow  What characters do you play in WOW? My highest toon is a lvl 71 shadow priest in Tanaris.
0,Thinks i never have to say for the concerts in my town cuz i can hear them from my house. And its never good music!  off 2 c star trek.
0,"bleh, icky mood "
0,wow his tweets make me wanna cry 
0,@cmglothlin  My fault for still being in love with him. He's such a jerk sometimes.
0,Over dosed on red wine last night and went partying till abou three. Feel so il am chubbs is gna wana go to the gym in an hour 
1,- Good morning Followers. Hope you all have a great day! 
1,@DavidDCain you're welcome 
1,@splatnuk yup   and Google Video rules 
1,@MattLevenhagen Whoever fills the void Aweber left should do well. Why don't you private label it and offer the old pricing if possible? 
0,@kacymariemae my dad wont bring me to your work 
0,@ninirific Hey!! @AgentBooth is mad at us because we believed Jared yesterday... 
0,@mikeyway Nike make their shoes with slave labour 
0,Maybe next year E3... 
1,@hayleyghoover I love reading your blog 
1,@lizjuranek - i am pumped for neko case! you got me hooked and now she's coming to indy? wooooot. 
1,"@StephenRinaldo LOL, if you blinked you'd miss it. Not much there but a great cottage "
1,@archstl *whew* 
0,"STILL behind  BUT, posted music by Mogwai, Goose and Eels!  Check 'em out @ http://musicperdiem.blogspot.com  More to come later, promise"
1,Happy birthday to my best friend robert McNeil 
1,@susanhutchinson I'll do that. Thanks for the tip 
0,"@TER1SSA shame I missed it. Back in London this week, but leave on Sunday  @mannynorte keep killing it on the wheels of steel!"
0,@mememegann yeah 
0,"shall be working at Step Ahead as a mentor again  woooo but Em's gone, n his mobile still hasn't turned up "
1,@DarkvioletDream does it look like her? O.o?!  well Study hard! i hope you do amazing on your AP test!  ^^
1,Off to see Star Trek with anthony and the fam.  It's so amazing outside.
1,@foxandfriends  Gmornin to you guys from Chicago 
0,had the best dream ever! i hate waking up  now all i need is that dream to come true!
0,@Madicattt is that meant to me ? 
1,Hey sir! Catch some of those fish for me.  @Keetwit
1,@EricWorre Glad you're applying the money management principle Eric!  See you tonight at NMPRO
0,@Isle_Esme12 hahaha no my heart actually just broke right now bc anoop had my tweet faved and today it is unfaved. 
1,Back to twitter again to update sometimes! 
0,@irishpixie36 we have 35 kts of wind  With gusts 
0,Sooo tired but I can't sleep 
0,"Belated RIP for a great advocate and friend, Jim Stephenson of NC Coastal Federation:  http://bit.ly/lpFM2  "
1,Got Accepted to Grad School!!! 
1,"@dirkjohnson hey, you gotta start somewhere, right? "
1,@manuelsagra definitelly  sometimes it fails ( as mostly any other service)... but still in beta???  which is the roadmap then? 
1,@katyperry @Duffers917  follow me 
0,"Sara graduates on Thursday, I am sooo not ready for this!   I don't want her to grow up."
0,I don't have any code  do you have one??
1,"@camcalupitan hrmm he's interesting, but there are some things i still am iffy about haha. must get to know him better lang siguro "
0,Just had a deam there was 3 killers who exscaped from jail to find me and tried killing me nick &amp; killed 500 ppl  ugh
0,@thegreenfamilia sounds like a right palava 
1,Laying back down 
0,"@CrazyMaryJoYPP Now I want chips. Fooey. I don't live three blocks from a corner store, and we're all out. "
0,i feel like I've been hit by a truck and I really cannot concentrate on my work right now  mind is going round in circles ugh
0,"@surfingthesun HAHA WHAAAT, but its so unfair, bintan is like no h1n1  i think im going anyway i can right? :S"
0,lost my phone  great!!!!!!!!!!!!!  
1,yat i found out how 2 change it  sum randomer tried 2 nick my shoes  lol excuse me! ;)
0,"@amusical1 Not cooperating, huh? Sorry, that sucks., consarnit "
1,@ImranAjmain YAY imran in SG!  have a safe trip!
1,"@taylorswift13 OMG Taylor is so cool. i love you, always be FEARLESS "
0,@brandamc mmm chocolate!!! damn even when im sick i still wanna eat it   I think i should try n go back to sleep for awhile..lol
1,"Yes Guy I stayed up to watch my man Tom Hanks last night, he was brilliant as always but now I'm really kinda tired "
0,happy father's day to all the wonderful daddies out there...now off to find a vanity for the bathroom since this one is too big 
1,"@markdeso no haha, then all my tweets would just be &quot;swish swash swish swash&quot; "
1,"I went to the temple too, as a Sunday morning routine. Amongst other things, said a quiet prayer for Federer too.. "
1,@Covergirl08 I take pride in what I do 
0,Britany passed out during work today. I almost caught her too 
1,Got 38 followers now! 
0,@saketome http://twitpic.com/5ofpw - awwwwww too cute! makes me miss my westie back home in NZ 
1,@graphiclucidity thanks for listening and saying so. 
0,"@S60mobi No no, I'm *not* going  #nokiaworld (Wish I was though)"
1,D-Day Jay-Z Palm Pre Tetris Belmont Stakes Launch Verified Sims 3 Mine That Bird Bill Bailey Air France FOLLOW ME!  @WinnieVuong
0,I'm making I Spy pictures   It's fun.  But I have to wait to do proper photos because it's too dark now   Pictures are grainy x.x
0,@Dani82 sorry  to hear about your friend 
0,"just received sad news. Pappy, our old dog, died last night. Rest in peace, Pappy. "
0,@GauravSaha dude offce nahi hai odhar so working out of ccd 
1,@ScarlettAshes life is alright  spring break is coming to an end tho =(
0,"overslept for church  gonna spend Sunday watching movies, first choice Marley and Me. I have put it off cuz I don't wanna cry!"
0,@DangerAdamJonas  I saw you in the facebook live chat... but you will have to answer my question the next time  ! 
1,"@DebbieFletcher hello  i hate to bother you, but i was wondering if McFly is ever coming to the US... they are my favorite band and..."
1,Im up. Im throwed. Im lovinn my new followers 
0,uh...i'm pretty disappointed 
1,"Watched Another Cinderella Story. Kinda sucked but was alright. Selena Gomez = AWESOME! But, u already knew that "
0,It's a bit lonely in my apartment  i could never live alone. I get lonely too easily.
1,http://twitpic.com/68mmp - ahh the macbook is tooo much fun heheh 
1,Just bought a pretty fabulous bag to celebrate the end of my first year at MU   http://yfrog.com/5kfltj
1,@LeoLaporte she still has considerably less than Stephen Fry 
1,music video looks RADICAL so far 
0,"So like, I had this dream last night, that i tried to shoot my self in the mouth, nothing happened then  i tried to die using cable tie "
0,needs to start english and finish textiles! grrrr school 
1,watching the amanda show before chuch haha pointless comedy is funny!!! lol 
0,Praying for my grandma! Hoping everything will be alright! Can't and don't want to go through this again 
1,off out with rianna then to ryons 
0,"@serialseb @jpboodhoo I experienced the same, there is only a _very_ small number of devs willing to invest in them selfs "
0,What goes up must come down...way down 
1,@SinsualDzires Well dang--you missed the best part then 
1,In this hell hole for the rest of my liiife I miss my shanety &amp;+ steven 
1,About to get a good 3 hours sleep 
1,"@CoolBreezeJ Hehehehe well she only has to snoop if I'm hiding something...I'm pretty open and honesty with her, she knows I'm a net dawg "
0,Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note 
1,This will work. 
0,why are goodbyes so sad?  
1,Gettin ice cream from mr.softy!!! 
1,loaded &amp; done drinking. feelin real good about it too 
0,Man I hate my job sundays...  super sleeeepy... Its goodnight for me..
1,Finally away from those bitches 
0,@kaylajoysmith it got moved to monday.  sighsigh.
1,after-prom campout and bonfire at burke lake 
1,@jonghwoo Maybe i should drink couple beers then!! 
1,@Radthe3rd i giggle alittle when someone kisses me. 
1,"Home, finally.   On my way to bed... goodnight y'all!"
1,Justin Timberlake's going here? and Jomari Yllana will be the producer again? lame. gma again ) I wanna see JT! 
1,@brand2930420 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,Im watching the movie awards  TTYL.
1,"im at nathans house, gunna go play some WoW and COD4 and Killing Floor!! "
1,BYE EVERYONE. 
0,broke a 1.6K worth Quartz cuvette.... Also Abhijit rathi out of action for 21 days due to ligament tear 
0,"@pjraval They searched my person, too. One grabbed my stomach under my sweater. That's what I get for wearing a sweater in snowy weather. "
0,I really miss CourtCosmetics. Just came across her channel and it bummed me out a bit. I seriously loved your videos Courtney!! 
0,@ItsJustDi just think you aren't driving for 5 hours.  
0,"@Bethuyle Yeah, I know  And yeah, it's pretty good."
1,"@KyJoeHo @Ceilifairy Want a laugh? Listened to 5 Bros in car w/Em today. Heard the beginning &amp; she goes, &quot;Mom, he said Let's Get This!&quot; "
0,Can't sleep.  *whimper*
0,@lingeriepr nobodys ever given me one! sounds crazy i know but i can only bust when I do it 
0,@LaurenConrad Hey LC!! Could u like give me a copy of your book? I'm from a 3rd world county and can't afford it. Not available in here 
0,Missing my daughter 
0,@InEveryWordISay I'm sorry. 
0,@adamficek what's happening to bletchley?!? 
0,Finished the last of the 7 seasons of 'Gilmore Girls'. Miss the Lorelais already. 
1,@MikeOrmond ignore last tweet... vs2010 beta1 available on MSDN on 18/05   http://blogs.zdnet.com/microsoft/?p=2769
0,@Lscanlan  I love having a clothesline. I did not make it home to save my clothes last night. Storm kinda messed with them. 
1,I kid of course  Wondering if anyone's got a vid of that girl doing Mountain Song at today's soundcheck! Would be cool to see 
0,"oh, where's my iPhone? I can't find it anywhere  where did I put it last time?? I totally forgot! well, I'm going to look for it ("
0,twitter has been getting pretty boring  thats sad (
0,"Bendtner's not starting, thumbs down to that decision  he's been playing so well recently!"
0,What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html
1,"back from download, lots and lots of fun with awesome people  tired and sunburnt now hee!"
0,@NapaRegister I can't believe this I went to school with her.. I think she just had a baby too ... 
0,@MuchMusic I'm trying so hard to get wristbands to the MMVA's  I missed out help me please......
1,New Post in www.naldzgraphics.net : Free Download:Splatter Paint V.02 Photoshop Brushes  http://bit.ly/gmdeE comments appreciated 
0,@AnnaSaccone yeah so no shopping for a while haha  how was your shopping ? xxx
0,"Was woken up by sirens that lasted 10 minutes, meep. Hope nothing awful has happened  Watching SFTW in bed with a cuppa now. So sleepy..."
0,@raydee yeah i mean c'mon! im not jealouse at all! 
1,@princesssDEE hey there! how are you? 
0, Joseph Adam Jonas! You keep a smile on my face  Until you become unhappy then I am 
0,@blueastheskies i miss you more. 
1,@SIIMPLYBADD09 G NITE I'M OFF 2 SLEEP MY CALI LOVE 
1,@melattree you really think your boss would have felt guilty if you worked lets say tomorrow so why feel guilty today 
0,@idddy holiday. I don't know whether i should go. 
0,I was quite hopeful earlier when I saw the sun but it didn't want to hang around 
1,Morgen Housequake 
1,Mcdonalds breakfaaaastttt. Mcmuffins and hasbrowns. Love me dooownnnn 
1,@stevenhealey Didn't speculate any such thing. I just want it to be ACDs because @aryayush can't stop whining about them. 
0,@AdamWoodyatt welcome back adam have missed ur updates 
0,@bisante how come you can't ?  lol
1,With a little Kennedy style thrown in.  http://bit.ly/yK934
1,I think I'm gonna start reading my new novel. I might end up watching Friends. Goodnight Twitterers! See y'all tomorrow. 
1,"&quot;Yes Man&quot; is a FANTASTIC movie, OMG! "
1,@peterwalker78 you know how people always say babies are beautiful even when they're not?? Maya is genuinely STUNNING 
1,"uhg! nexweek, classes will resume.  i don't wanna see him! =(("
1,@elvisduran I realllllly need the miracle worker! I'm dying to see @taylorswift13 at MSG and the tickets are sold out  =( Please help me! 
0,"@teacherPaddy yea there's 2, but they're out of my way, so its hard to go. "
1,I just took a tree through airport security 
1,@GLBTandProud any blogs? 
0,@audaciaray @debaucheddiva I tried to text 2669 and got an error. 
1,Sweet! I finally figured out Twitter from my phone  Woot!
0,Too stressed to sleep. 
0,I want my mommy  I'm tired of being the bad guy.
1,Off roading in Dads truck  http://twitpic.com/7i53d
1,mmkay. so monday=johns last day end of courses this week. then john graduates then exams. then summer 
0,@rbates now if only we could get something equally as special for us windows users. 
1,@olliesebastian ...hell yeah it will 
0,"@mutantkat Especially when there's physical pain involved...I mean, there's only so far tylenol &amp; motrin will go (not very!).  I'm sorry. "
0,"Ecstasy, shrooms, xanax, percocets, klons, and sonic slushies. No caine though "
1,@bumgenius ohhh I cant wait!!!! Do they work as well as your old products? 
0,@Silbakor i'll be taking summer classes by then 
0,"@BillieJArmstrng new album rocks!! would love to come see u when u do ur UK tour, tickets sold out b4 me and my friend could get em  xoxox"
1,Follow me if any of you have ever adopted a pet from an animal shelter  
1,i can see his headphones  #ASOT400
0,"@losannelise nope, never found one "
1,@brainopera Or you just follow AP Style. 
1,"headed to the Sol House to see the kids, but first a run to McDonalds; eew--- don't worry I'm getting a yogurt parfait &amp; iced coffee "
0,Off to the apple hospital in Solihull with Chris's iPhone. He is bereft! 
0,I am so angry beacuse my friend Val dont like more me 
0,@amandahqtpie She answered DM - sounded like a rough night  
0,@TatianSuicide  *hugs*
1,@kerrymdavis It gives people who live 2 streets from Sainsbury's an excuse to use their car 
1,"@MicheleCatahay i'd prefer &quot;observationally insightful&quot;, but call it as you see it.  my ice cream's just too fancy tonight.  "
0,I buy some soda and put them in the hotel frig only to wake up the next day to a luke warm pepsi one. I was suppose to know to turn it up 
1,back at work after a week long break.. 
0,"goodnighttt world, i have to rise and shine early tomorrow "
1,"@cLickercLoi youre welcome cloi, actually, crying is not something you have to ashamed of, sometimes cry help to make you feel better "
0,Hii Hii Tweeters Had a Big Meetin About My Exams Today 
0,too early  today and tomorrow and then im done. its gonna be the longest two days of my life
1,@MarceI We'll get more specific as time goes on. 
0,had a great day yesterday with Tim and a good evening with Anna now just has today by herself  Xx
0,@girlwhoshould Big enough  I'll twitpic it later 
0,my poor metatarsal bones will they ever be the same 
0,needs to refilm her audition  sound is too quiet x
0,@pegkd How dd I miss you ALL wk? AND you did  a show w/ my our dear &amp; loving friend @DivinePurposeMV  ??? I missed it  &lt;----- 2 #FF musts
1,God give me the strength to get up and go to the gym be4 work! Goooodnight 
1,"@NadiaFN it's an assignment from my english course, i can pass the level if im not do that essay haha 2 essays every level, not that bad "
0,"She's worried so, now I'm worried too. "
0,had much too much coffee at work and can't sleep 
0,@natalieann_mk ahhh but the unhealthy players need that ranch. or else veggies dont taste good! 
1,@claudiagmodel haha i'm wit ya...i'm at work hella bored! =/ makes my night go faster! 
1,having lunch - nap then back to teaching evening classes 
0,@ssmutz Ouch!  Hope that doesn't turn out too bad. Take care of yourself.
0,nothing to do! 
1,not so much drama as thought!!!...but what a day 
1,@markyronson follow me 
1,"@pigonwheels yeah and you're all about &quot;Doing it For The Kids&quot;  we love you, even if you are &quot;Evil Uncle Bitrot&quot; "
1,anyone have an open seat @ their place where someone could watch the Red Wings game??? 
0,@nutone boooo I'm not open for upgrade till Feb 2010! 
0,"Hey and it's cloudy this morning, which is never the best way to start the day "
0,Headed to work... Sore throat and all 
1,"texting people,watching t.v and about to eat dinner. "
0,@LADYRUMDRIK it's the swine..... lol  im sorry ur not feeling good mamash!
1,Photographer on Craig's List really tells ya' how it is     http://bit.ly/xAeRV
1,"@snekums I don't even get to go if I win, gotta go to work, but still, power in numbers! Hope it's #Carmen for everyone's sake! "
0,@maeveeee just had our last REAL day of school  clave your page in my yearbook is getting cold
0,"Don't like killing my own kind, but tha git wouldn't shut hs trap! Now ta drink in peace!  almost wish Dru was at my side. "
1,"@pcnlove571 Hi, thanks for the follow "
0,Why should I be charged because someone else's check bounced?!  I do not &quot;amen&quot; that. 
1,"@SecondChanceUK will deffo check them out, thanx  xx"
0,Off to work soon. 
1,@FallenStar1 tanks sweet&lt;3! ... i*ll definitely be a twitter monster this evening 
1,#bb10 sophie on all fours was worth watching 
0,I have a weird tickley cough 
0,Two.5 hours and $100 later and your dog was fine! I don't want to work a double 
0,I just had the worst haircut of my life 
0,Wheres all the cheesy pop gone??  i was just getting into it and now its gone! XX
1,Patrick is trying to straighten up the Leaning Tower of Pisa...  http://short.to/dm05
1,so as of today.....I'm &quot;employed&quot; by youtube :-P I made it..I'm a youtube partner  thank you everyone for the help and support! 
0,"Missed a book at the library by like a minute, saw someone else with it "
1,is assessing the injuries... conclusion... facking good night 
